url,headline,source,headline_clean,label,headline_length_words,headline_length_chars
https://www.foxnews.com/media/top-5-friendliest-moments-kamala-harris-media-blitz-next-president-united-states.print,Top 5 friendliest moments from Kamala Harris' media blitz: 'The next president of the United States',FoxNews,Top 5 friendliest moments from Kamala Harris' media blitz: 'The next president of the United States',1,16,100
https://www.foxnews.com/entertainment/hilary-duff-how-i-met-your-father-series-sequel-hulu,Hilary Duff lands ‘How I Met Your Father’ series sequel role for Hulu,FoxNews,Hilary Duff lands ‘How I Met Your Father’ series sequel role for Hulu,1,13,69
https://www.foxnews.com/media/fox-news-channel-outdraws-msnbc-cnn-during-august-finish-cables-largest-audience,"Channel outdraws MSNBC, CNN during August to finish with cable’s largest audience",FoxNews,"Channel outdraws MSNBC, CNN during August to finish with cable’s largest audience",1,12,81
https://www.nbcnews.com/select/shopping/hungryroot-meal-delivery-service-ncna1296414,We tested more than a dozen meal delivery services these are the ones we recommend,NBC,We tested more than a dozen meal delivery services these are the ones we recommend,0,15,82
https://www.nbcnews.com/politics/2024-election/kamala-harris-talks-mcdonalds-gig-criticizing-trumps-economic-plans-rcna172763,Harris talks up McDonald's gig in criticizing Trump's economic plans,NBC,Harris talks up McDonald's gig in criticizing Trump's economic plans,0,10,68
https://www.nbcnews.com/news/world/iran-israel-retaliation-airstrike-damascus-embassy-rcna145979,"Iran vows retaliation on Israel after commanders' deaths, raising fears of war spiraling",NBC,"Iran vows retaliation on Israel after commanders' deaths, raising fears of war spiraling",0,13,88
https://www.nbcnews.com/news/us-news/victims-atlanta-area-spa-shootings-include-recently-married-mother-army-n1261430,"Victims in Atlanta area spa shootings include recently married mother, Army veteran",NBC,"Victims in Atlanta area spa shootings include recently married mother, Army veteran",0,12,83
https://www.nbcnews.com/select/shopping/grace-and-stella-eye-masks-rcna158309,Our editors' go to eye masks are 57% off during Prime Day,NBC,Our editors' go to eye masks are 57% off during Prime Day,0,12,57
https://www.foxnews.com/politics/democrats-harris-gop-nominee-2024,"Democrats concerned Harris couldn't beat a GOP nominee, even if Trump: report",FoxNews,"Democrats concerned Harris couldn't beat a GOP nominee, even if Trump: report",1,12,77
https://www.nbcnews.com/news/us-news/death-row-inmate-wrestled-guilt-addiction-execution-rcna175749,A death row inmate wrestled with guilt and addiction before his execution,NBC,A death row inmate wrestled with guilt and addiction before his execution,0,12,73
https://www.nbcnews.com/select/shopping/best-vitamin-e-skin-care-products-rcna103948,Is vitamin E the missing ingredient your skin needs? Here's what derms say.,NBC,Is vitamin E the missing ingredient your skin needs? Here's what derms say.,0,13,75
https://www.nbcnews.com/health/health-news/university-alabama-pauses-ivf-services-court-rules-embryos-are-childre-rcna139846,Three Alabama clinics pause IVF services after court rules that embryos are children,NBC,Three Alabama clinics pause IVF services after court rules that embryos are children,0,13,84
https://www.nbcnews.com/politics/donald-trump/key-takeaways-trump-indictment-jack-smith-2020-election-rcna97648,5 things to know about the special counsel's indictment of Donald Trump,NBC,5 things to know about the special counsel's indictment of Donald Trump,0,12,71
https://www.foxnews.com/lifestyle/day-history-1775-us-postal-system-established-ben-franklin,"On this day in history in 1775, US postal system established under Ben Franklin",FoxNews,"On this day in history in 1775, US postal system established under Ben Franklin",1,14,79
https://www.foxnews.com/politics/popular-pa-democratic-mayor-warns-trump-out-messaging-harris-fringes-hurting-parties,Popular PA Democratic mayor warns Trump is ‘out messaging’ Harris: 'I get more from Colbert',FoxNews,Popular PA Democratic mayor warns Trump is ‘out messaging’ Harris: 'I get more from Colbert',1,15,92
https://www.foxnews.com/media/cnns-christiane-amanpour-calls-out-boss-chris-licht-offers-stunning-rebuke-trump-town-hall,"CNN's Christiane Amanpour calls out boss Chris Licht, offers stunning rebuke of Trump town hall",FoxNews,"CNN's Christiane Amanpour calls out boss Chris Licht, offers stunning rebuke of Trump town hall",1,15,95
https://www.nbcnews.com/tech/internet/trump-shares-ai-generated-images-taylor-swift-fans-supporting-rcna167126,Trump shares AI generated images of Taylor Swift and her fans supporting him,NBC,Trump shares AI generated images of Taylor Swift and her fans supporting him,0,13,76
https://www.foxnews.com/us/new-jersey-couple-just-sitting-backyard-when-massive-object-falls-from-sky-out-nowhere.print,New Jersey couple just sitting in their backyard when massive object falls from sky 'out of nowhere',FoxNews,New Jersey couple just sitting in their backyard when massive object falls from sky 'out of nowhere',1,17,100
https://www.foxnews.com/us/watch-florida-police-officers-lift-car-off-man-trapped-underneath.print,WATCH: Florida police officers lift car off man trapped underneath 'somebody pull him out!',FoxNews,WATCH: Florida police officers lift car off man trapped underneath 'somebody pull him out!',1,14,91
https://www.nbcnews.com/tech/internet/internet-blackout-hits-gaza-israel-ramps-strikes-rcna122531,Near total internet and cellular blackout hits Gaza as Israel ramps up strikes,NBC,Near total internet and cellular blackout hits Gaza as Israel ramps up strikes,0,13,78
https://www.foxnews.com/politics/harris-proposes-hiking-corporate-tax-rate-reversing-trump-era-business-tax-cuts,"Harris proposes major corporate tax hike, reversing Trump era cuts",FoxNews,"Harris proposes major corporate tax hike, reversing Trump era cuts",1,10,66
https://www.nbcnews.com/politics/2024-election/gop-bob-casey-family-ties-pennsylvania-senate-race-rcna159748,GOP turns the spotlight on Sen. Bob Casey's family ties in key Pennsylvania race,NBC,GOP turns the spotlight on Sen. Bob Casey's family ties in key Pennsylvania race,0,14,80
https://www.nbcnews.com/news/us-news/delphi-murders-trial-richard-allen-what-know-rcna175789,Delphi murders trial: What we know about Richard Allen and the teens he was convicted of killing,NBC,Delphi murders trial: What we know about Richard Allen and the teens he was convicted of killing,0,17,96
https://www.nbcnews.com/news/world/north-korea-kim-jong-un-russia-vladimir-putin-ukraine-rcna104563,North Korea’s Kim Jong Un arrives in Russia for possible arms talks with Putin,NBC,North Korea’s Kim Jong Un arrives in Russia for possible arms talks with Putin,0,14,78
https://www.nbcnews.com/politics/2024-primary-elections/minnesota-house-results,Minnesota House Primary Election 2024 Live Results,NBC,Minnesota House Primary Election 2024 Live Results,0,7,50
https://www.foxnews.com/media/usc-student-recounts-disappointment-graduation-commencement-canceled-anti-israel-protests,USC student recounts disappointment after graduation commencement was canceled due to anti Israel protests,FoxNews,USC student recounts disappointment after graduation commencement was canceled due to anti Israel protests,1,14,106
https://www.foxnews.com/entertainment/cindy-williams-laverne-shirley-actress-dead-75,"Cindy Williams, 'Laverne & Shirley' actress, dead at 75",FoxNews,"Cindy Williams, 'Laverne & Shirley' actress, dead at 75",1,9,55
https://www.foxnews.com/entertainment/gwyneth-paltrow-brad-pitt-sent-really-beautiful-gift,Gwyneth Paltrow reveals ex Brad Pitt recently sent her ‘really beautiful’ gift,FoxNews,Gwyneth Paltrow reveals ex Brad Pitt recently sent her ‘really beautiful’ gift,1,12,78
https://www.foxnews.com/us/idaho-move-resurrect-firing-squad-makes-sense-quickest-surest-death-penalty-option-expert-says,"Idaho's move to resurrect firing squad 'makes sense' as 'quickest, surest' death penalty option, expert says",FoxNews,"Idaho's move to resurrect firing squad 'makes sense' as 'quickest, surest' death penalty option, expert says",1,16,108
https://www.foxnews.com/politics/biden-gives-word-response-when-asked-when-hell-debate-trump,Biden gives 3 word response when asked when he'll debate Trump,FoxNews,Biden gives 3 word response when asked when he'll debate Trump,1,11,62
https://www.nbcnews.com/select/shopping/best-digital-photo-frames-ncna1285876,"The best digital photo frames and smart art displays, according to a tech expert",NBC,"The best digital photo frames and smart art displays, according to a tech expert",0,14,80
https://www.nbcnews.com/politics/elections/abortion-rights-won-every-election-roe-v-wade-overturned-rcna99031,Abortion rights have won in every election since Roe v. Wade was overturned,NBC,Abortion rights have won in every election since Roe v. Wade was overturned,0,13,75
https://www.nbcnews.com/news/latino/goldman-environmental-prize-awarded-latina-organizer-fighting-air-poll-rcna149449,Goldman Environmental Prize awarded to Latina organizer fighting air pollution crisis,NBC,Goldman Environmental Prize awarded to Latina organizer fighting air pollution crisis,0,11,85
https://www.foxnews.com/entertainment/denise-richards-confesses-hell-charlie-sheen-addiction-struggles.print,Denise Richards confesses she went through 'hell and back' for Charlie Sheen during addiction struggles,FoxNews,Denise Richards confesses she went through 'hell and back' for Charlie Sheen during addiction struggles,1,15,103
https://www.nbcnews.com/sports/nfl/nfl-stadiums-experience-11-billion-climate-related-losses-2050-new-rep-rcna176083,"NFL stadiums could experience $11 billion in climate related losses by 2050, a new report finds",NBC,"NFL stadiums could experience $11 billion in climate related losses by 2050, a new report finds",0,16,95
https://www.nbcnews.com/news/world/kim-jong-un-vladimir-putin-meeting-russia-rcna104775,Kim and Putin meet at Russian spaceport for possible arms talks,NBC,Kim and Putin meet at Russian spaceport for possible arms talks,0,11,63
https://www.nbcnews.com/news/us-news/live-blog/columbia-protests-live-update-encampment-continue-college-negotiates-p-rcna149111,Campus protests: Pro Palestinian demonstrations spread as some schools crack down,NBC,Campus protests: Pro Palestinian demonstrations spread as some schools crack down,0,11,81
https://www.nbcnews.com/news/world/bangladesh-suspends-internet-28-killed-deadly-protests-government-jobs-rcna162665,Bangladesh security forces fire bullets and sound grenades as protests over government jobs escalate,NBC,Bangladesh security forces fire bullets and sound grenades as protests over government jobs escalate,0,14,100
https://www.nbcnews.com/tech/social-media/instagram-palestinian-journalists-digital-creators-document-gaza-strik-rcna123067,"On Instagram, Palestinian journalists and digital creators documenting Gaza strikes see surge in followers",NBC,"On Instagram, Palestinian journalists and digital creators documenting Gaza strikes see surge in followers",0,14,106
https://www.foxnews.com/media/trump-mocks-bidens-beach-naps-somebody-convinced-him-he-looks-great-bathing-suit.print,Trump mocks Biden's beach naps: 'somebody convinced him he looks great in a bathing suit',FoxNews,Trump mocks Biden's beach naps: 'somebody convinced him he looks great in a bathing suit',1,15,89
https://www.nbcnews.com/politics/supreme-court/supreme-court-weighs-challenge-biden-ban-untraceable-ghost-gun-kits-rcna174278,Supreme Court appears likely to uphold Biden plan to crack down on 'ghost gun' kits,NBC,Supreme Court appears likely to uphold Biden plan to crack down on 'ghost gun' kits,0,15,83
https://www.nbcnews.com/news/world/apple-opens-first-india-store-tim-cook-rcna80156,Apple opens first India store as fans take selfies with CEO Tim Cook,NBC,Apple opens first India store as fans take selfies with CEO Tim Cook,0,13,68
https://www.nbcnews.com/news/world/israeli-elections-trump-no-longer-centerpiece-netanyahu-s-bid-power-n1261605,Trump no longer centerpiece as Netanyahu again bids for power in Israel,NBC,Trump no longer centerpiece as Netanyahu again bids for power in Israel,0,12,71
https://www.nbcnews.com/news/world/hostages-released-hamas-israel-ceasefire-deal-thai-captives-egypt-rcna126380,24 hostages are released as Israel Hamas deal pauses Gaza fighting,NBC,24 hostages are released as Israel Hamas deal pauses Gaza fighting,0,11,66
https://www.nbcnews.com/news/us-news/hamas-israel-hostages-tell-loved-ones-stories-rcna119509,Hostages in Israel update: Families of loved ones taken by Hamas share their horrific stories,NBC,Hostages in Israel update: Families of loved ones taken by Hamas share their horrific stories,0,15,93
https://www.foxnews.com/lifestyle/amid-tornado-wedding-couple-forced-first-dance-basement-chaos-ensued,"Amid tornado, wedding couple forced to have first dance in basement: 'Chaos ensued'",FoxNews,"Amid tornado, wedding couple forced to have first dance in basement: 'Chaos ensued'",1,13,83
https://www.foxnews.com/us/rachel-morins-family-slams-biden-harris-silence-over-her-murder-allegedly-committed-illegal-migrant,Rachel Morin's family slams Biden Harris for silence over her murder allegedly committed by illegal migrant,FoxNews,Rachel Morin's family slams Biden Harris for silence over her murder allegedly committed by illegal migrant,1,16,107
https://www.nbcnews.com/select/shopping/grill-cleaning-supplies-brushes-scrapers-ncna1295310,The best way to clean your grill,NBC,The best way to clean your grill,0,7,32
https://www.foxnews.com/lifestyle/celine-dion-pennsylvania-man-fighting-stiff-person-syndrome-everything-have,"Like Celine Dion, Pennsylvania man is fighting Stiff Person Syndrome 'with everything I have’",FoxNews,"Like Celine Dion, Pennsylvania man is fighting Stiff Person Syndrome 'with everything I have’",1,14,93
https://www.nbcnews.com/science/environment/gulf-mexico-hot-hurricane-season-ominously-quiet-rcna168040,"The Gulf of Mexico is blazing hot, but hurricane season is ominously quiet",NBC,"The Gulf of Mexico is blazing hot, but hurricane season is ominously quiet",0,13,74
https://www.foxnews.com/politics/sheldon-whitehouse-doesnt-denounce-all-white-beach-club-his-family-belongs-to,Sheldon Whitehouse doesn't denounce super exclusive beach club his family belongs to,FoxNews,Sheldon Whitehouse doesn't denounce super exclusive beach club his family belongs to,1,12,84
https://www.foxnews.com/politics/lake-rips-biden-harris-double-whammy-policies-affecting-arizonans-driven-us-over-the-cliff,Lake rips Biden Harris 'double whammy' policies affecting Arizonans : 'Driven us over the cliff',FoxNews,Lake rips Biden Harris 'double whammy' policies affecting Arizonans : 'Driven us over the cliff',1,15,96
https://www.nbcnews.com/politics/national-security/biden-increases-criticism-israel-gaza-still-provides-military-aid-rcna141775,Biden admin carefully ups criticism of Israel but stops short of cutting off military aid,NBC,Biden admin carefully ups criticism of Israel but stops short of cutting off military aid,0,15,89
https://www.nbcnews.com/tech/social-media/brazils-suspension-x-hurting-stan-twitter-rcna169518,How Brazil's suspension of X is hurting 'stan Twitter',NBC,How Brazil's suspension of X is hurting 'stan Twitter',0,9,54
"https://www.foxnews.com/us/trump-assassination-attempt-suspects-former-neighbor-says-family-weird-kept-horse-house#&_intcmp=fnhpbt1,hp1bt","Trump assassination attempt suspect's former neighbor says family was 'weird,' kept a 'horse in the house'",FoxNews,"Trump assassination attempt suspect's former neighbor says family was 'weird,' kept a 'horse in the house'",1,16,106
https://www.nbcnews.com/politics/donald-trump/trump-fringe-online-claim-immigrants-eating-pets-debate-trump-rcna170759,How a fringe online claim about immigrants eating pets made its way to the debate stage,NBC,How a fringe online claim about immigrants eating pets made its way to the debate stage,0,16,87
https://www.nbcnews.com/select/shopping/best-bed-bath-awards-2023-rcna103452,We tried dozens of bed and bath essentials these are the best,NBC,We tried dozens of bed and bath essentials these are the best,0,12,61
https://www.nbcnews.com/select/shopping/dermatologists-skin-care-routine-ncna1303681,Five dermatologists share their everyday skin care routines,NBC,Five dermatologists share their everyday skin care routines,0,8,59
https://www.foxnews.com/lifestyle/meet-american-discovered-science-defines-two-genders-nettie-stevens-research-pioneer,"Meet the American who unlocked the science of gender, Nettie Stevens, female research pioneer",FoxNews,"Meet the American who unlocked the science of gender, Nettie Stevens, female research pioneer",1,14,93
https://www.nbcnews.com/science/environment/microplastics-found-fresh-snow-antarctica-rcna32862,Microplastics found in fresh snow on Antarctica,NBC,Microplastics found in fresh snow on Antarctica,0,7,47
https://www.foxnews.com/media/nearly-two-thirds-americans-believe-illegal-immigration-real-crisis-not-media-narrative-poll,"Nearly two thirds of Americans believe illegal immigration is real crisis, not a media narrative: poll",FoxNews,"Nearly two thirds of Americans believe illegal immigration is real crisis, not a media narrative: poll",1,16,102
https://www.nbcnews.com/select/shopping/best-gifts-music-lovers-ncna1300145,These gifts for music lovers will hit a high note every time,NBC,These gifts for music lovers will hit a high note every time,0,12,60
https://www.foxnews.com/politics/new-poll-shows-harris-trump-splitting-key-states,"New poll shows Harris, Trump splitting 2 key states",FoxNews,"New poll shows Harris, Trump splitting 2 key states",1,9,51
https://www.foxnews.com/media/ron-desantis-says-harris-has-no-role-hurricane-preparation-i-dont-have-time-political-games,Ron DeSantis says Harris has 'no role' in hurricane response: 'I don't have time for political games',FoxNews,Ron DeSantis says Harris has 'no role' in hurricane response: 'I don't have time for political games',1,17,101
https://www.nbcnews.com/news/world/israel-west-bank-palestinians-deadliest-year-united-nations-report-rcna54643,"2022 likely to be deadliest year for Palestinians in the occupied West Bank, U.N. says",NBC,"2022 likely to be deadliest year for Palestinians in the occupied West Bank, U.N. says",0,15,86
https://www.foxnews.com/politics/elizabeth-warren-warns-dems-stand-firm-tax-hikes-fight-looms-over-trump-era-cuts,Elizabeth Warren warns Dems to stand firm on tax hikes as fight looms over Trump era cuts,FoxNews,Elizabeth Warren warns Dems to stand firm on tax hikes as fight looms over Trump era cuts,1,17,89
https://www.foxnews.com/world/lebanon-explosions-dozens-wounded-after-pagers-detonate-state-media-report,"Lebanon explosions: Hezbollah apparently targeted as pagers detonate, several dead, thousands hurt",FoxNews,"Lebanon explosions: Hezbollah apparently targeted as pagers detonate, several dead, thousands hurt",1,12,98
https://www.nbcnews.com/select/shopping/best-hair-beard-trimmer-men-ncna1184431,These expert recommend beard trimmers are versatile and long lasting,NBC,These expert recommend beard trimmers are versatile and long lasting,0,10,68
https://www.foxnews.com/us/delphi-murders-cvs-employee-accused-killing-2-girls-own-worst-enemy-expert-says,"Delphi murders: Man charged with killing 2 girls is 'his own worst enemy,' expert says",FoxNews,"Delphi murders: Man charged with killing 2 girls is 'his own worst enemy,' expert says",1,15,86
https://www.foxnews.com/media/bill-maher-roasts-woke-presentism-magic-moral-time-machine-you-always-win,Bill Maher roasts woke 'presentism': 'A magic moral time machine' where you always win,FoxNews,Bill Maher roasts woke 'presentism': 'A magic moral time machine' where you always win,1,14,86
https://www.nbcnews.com/news/world/north-korea-kim-jong-un-nuclear-superpower-russia-ukraine-rcna174436,North Korea's Kim Jong Un wants to speed up becoming a nuclear superpower,NBC,North Korea's Kim Jong Un wants to speed up becoming a nuclear superpower,0,13,73
https://www.nbcnews.com/news/world/india-change-name-bharat-g20-dinner-invites-rcna103570,India or Bharat? Invites fuel speculation that the country could change its name,NBC,India or Bharat? Invites fuel speculation that the country could change its name,0,13,80
https://www.foxnews.com/travel/florida-woman-traveled-55-countries-cruise-ship-vacations-way-go,"Florida woman has traveled to 55 countries, says cruise ship vacations are the way to go",FoxNews,"Florida woman has traveled to 55 countries, says cruise ship vacations are the way to go",1,16,88
https://www.nbcnews.com/tech/senate-online-child-safety-hearing-what-to-know-rcna136239,"CEOs of TikTok, Meta, Snap and X to testify at Senate online child safety hearing. Here's what to know.",NBC,"CEOs of TikTok, Meta, Snap and X to testify at Senate online child safety hearing. Here's what to know.",0,19,103
https://www.foxnews.com/travel/travel-nfl-best-worst-tailgating-cities-your-wallet,Travel the NFL: Best and worst tailgating cities for your wallet,FoxNews,Travel the NFL: Best and worst tailgating cities for your wallet,1,11,64
https://www.nbcnews.com/politics/2024-election/obama-tells-men-trump-doesnt-represent-real-strength-rcna174283,Obama tells men Trump doesn't represent 'real strength',NBC,Obama tells men Trump doesn't represent 'real strength',0,8,55
https://www.nbcnews.com/tech/misinformation/armed-north-carolina-man-arrested-suspicion-making-threats-fema-worker-rcna175287,"Armed man arrested on suspicion of threatening FEMA workers, authorities say",NBC,"Armed man arrested on suspicion of threatening FEMA workers, authorities say",0,11,76
https://www.nbcnews.com/politics/justice-department/guy-reffitt-first-jan-6-rioter-go-trial-found-guilty-counts-rcna19041,"Guy Reffitt, first Jan. 6 rioter to go to trial, found guilty on all counts",NBC,"Guy Reffitt, first Jan. 6 rioter to go to trial, found guilty on all counts",0,15,75
https://www.foxnews.com/politics/trends-good-swing-county-gop-chair-calls-little-pennsylvania-itll-be-repeat-16.print,Trends are good in the swing county GOP chair calls ‘Little Pennsylvania’: It’ll ‘be a repeat of ‘16’,FoxNews,Trends are good in the swing county GOP chair calls ‘Little Pennsylvania’: It’ll ‘be a repeat of ‘16’,1,18,101
https://www.foxnews.com/health/halloween-costume-contact-lenses-scarier-cdc,Halloween costume contact lenses may be scarier than you think,FoxNews,Halloween costume contact lenses may be scarier than you think,1,10,62
https://www.nbcnews.com/weather/hurricanes/92-people-still-missing-north-carolina-hurricane-helene-governor-says-rcna175503,"92 people still missing in North Carolina after Hurricane Helene, governor says",NBC,"92 people still missing in North Carolina after Hurricane Helene, governor says",0,12,79
https://www.foxnews.com/politics/moms-for-liberty-takes-center-stage-again-2024-republican-presidential-race.print,Moms for Liberty takes center stage again in 2024 Republican presidential race,FoxNews,Moms for Liberty takes center stage again in 2024 Republican presidential race,1,12,78
https://www.foxnews.com/politics/biden-admin-takes-aim-hunters-latest-regulation-preventing-americans-from-hunting,Biden admin takes aim at hunters in latest regulation: 'Preventing Americans from hunting',FoxNews,Biden admin takes aim at hunters in latest regulation: 'Preventing Americans from hunting',1,13,90
https://www.nbcnews.com/news/world/russia-china-vladimir-putin-xi-jingpin-ukraine-rcna152749,Putin concludes China trip by emphasizing ties with Russia,NBC,Putin concludes China trip by emphasizing ties with Russia,0,9,58
https://www.foxnews.com/us/rachel-morin-murder-illegal-immigrant-from-el-salvador-charged-rape-killing-maryland-mom-5,"Rachel Morin murder: Illegal immigrant from El Salvador charged in rape, killing of Maryland mom of 5",FoxNews,"Rachel Morin murder: Illegal immigrant from El Salvador charged in rape, killing of Maryland mom of 5",1,17,101
https://www.nbcnews.com/politics/supreme-court/clarence-thomas-opinion-jack-smith-appointed-special-counsel-rcna161975,Clarence Thomas signaled how he might rule on a challenge to Trump special counsel. Would other justices follow?,NBC,Clarence Thomas signaled how he might rule on a challenge to Trump special counsel. Would other justices follow?,0,18,112
https://www.nbcnews.com/politics/donald-trump/trump-meeting-republicans-first-visit-capitol-hill-jan-6-rcna156779,Republicans host 'pep rally' with Trump in his first visit to Capitol Hill since Jan. 6 attack,NBC,Republicans host 'pep rally' with Trump in his first visit to Capitol Hill since Jan. 6 attack,0,17,94
https://www.foxnews.com/media/kamala-harris-asserts-her-presidency-will-not-continuation-bidens,Kamala Harris asserts her presidency 'will not be a continuation' of Biden's,FoxNews,Kamala Harris asserts her presidency 'will not be a continuation' of Biden's,1,12,76
https://www.foxnews.com/media/maher-rips-rappers-profanity-laced-tired-against-usa-sure-big-hit-queers-gaza-crowd,Maher rips rapper's profanity laced tirade against USA: ‘Sure it was a big hit with the Queers for Gaza crowd',FoxNews,Maher rips rapper's profanity laced tirade against USA: ‘Sure it was a big hit with the Queers for Gaza crowd',1,20,110
https://www.foxnews.com/politics/tim-walz-said-he-went-china-dozens-times-now-his-campaign-says-its-closer-15.print,"Tim Walz said he went to China 'dozens' of times, now his campaign says its 'closer to 15'",FoxNews,"Tim Walz said he went to China 'dozens' of times, now his campaign says its 'closer to 15'",1,18,90
https://www.foxnews.com/media/the-view-returns-glowing-endorsement-kamala-harris-flawless-campaign.print,'The View' returns with glowing endorsement of Kamala Harris' 'flawless' campaign,FoxNews,'The View' returns with glowing endorsement of Kamala Harris' 'flawless' campaign,1,11,81
https://www.foxnews.com/entertainment/rumer-willis-pregnant-expecting-baby-with-boyfriend-derek-richard-thomas,"Rumer Willis is pregnant, expecting baby with boyfriend Derek Richard Thomas",FoxNews,"Rumer Willis is pregnant, expecting baby with boyfriend Derek Richard Thomas",1,11,76
https://www.foxnews.com/world/hamas-billionaires-lifestyles-of-rich-terrorists,Hamas billionaires: Lifestyles of the rich and terrorists,FoxNews,Hamas billionaires: Lifestyles of the rich and terrorists,1,8,57
https://www.foxnews.com/politics/dnc-attendees-reject-popular-gop-accusation-of-convention-hypocrisy-apples-and-oranges,DNC attendees reject popular GOP accusation of convention hypocrisy: 'Apples and oranges',FoxNews,DNC attendees reject popular GOP accusation of convention hypocrisy: 'Apples and oranges',1,12,89
https://www.nbcnews.com/news/us-news/phoenix-ends-record-31-day-streak-110-degree-weather-rcna97458,Phoenix ends record 31 day streak of above 110 degree weather,NBC,Phoenix ends record 31 day streak of above 110 degree weather,0,11,61
https://www.nbcnews.com/news/latino/puerto-ricans-displaced-earthquakes-wait-safe-home-amid-roadblocks-delays-n1120941,"Puerto Ricans displaced by earthquakes wait for a safe home amid roadblocks, delays",NBC,"Puerto Ricans displaced by earthquakes wait for a safe home amid roadblocks, delays",0,13,83
https://www.nbcnews.com/politics/white-house/biden-netanyahu-call-rcna94687,Biden speaks with Netanyahu as White House prepares for Herzog meeting,NBC,Biden speaks with Netanyahu as White House prepares for Herzog meeting,0,11,70
https://www.foxnews.com/lifestyle/this-day-history-september-18-1870-old-faithful-geyser-wyoming-discovered-named.print,"On this day in history, September 18, 1870, Old Faithful geyser in Wyoming is documented and named",FoxNews,"On this day in history, September 18, 1870, Old Faithful geyser in Wyoming is documented and named",1,17,98
https://www.foxnews.com/politics/key-pa-region-sees-waitlist-trump-signs-lawmaker-says-voters-ready-reverse-dem-policies.print,Key Pennsylvania region sees ‘waitlist’ for Trump signs; lawmaker says voters ready to reverse Dem policies,FoxNews,Key Pennsylvania region sees ‘waitlist’ for Trump signs; lawmaker says voters ready to reverse Dem policies,1,16,107
https://www.foxnews.com/us/new-york-anti-israel-rally-un-features-sign-supporting-terror-group-hezbollah,New York anti Israel rally at UN features sign supporting terror group Hezbollah,FoxNews,New York anti Israel rally at UN features sign supporting terror group Hezbollah,1,13,80
https://www.foxnews.com/us/anti-israel-agitators-shut-down-traffic-disrupt-cities-all-across-us-demand-gaza-ceasefire,"Anti Israel agitators shut down traffic, disrupt cities all across US in demand for Gaza cease fire",FoxNews,"Anti Israel agitators shut down traffic, disrupt cities all across US in demand for Gaza cease fire",1,17,99
https://www.foxnews.com/health/four-texas-residents-connected-two-kidney-donations-different-cities-timed,Four Texas residents forever connected by two kidney donations in different cities: 'Superbly timed',FoxNews,Four Texas residents forever connected by two kidney donations in different cities: 'Superbly timed',1,14,100
https://www.foxnews.com/politics/obama-speech-secure-border-without-tearing-kids-from-parents-omits-somber-dhs-report-missing-migrants,Obama speech to secure border without 'tearing' kids from parents omits somber DHS report on missing migrants,FoxNews,Obama speech to secure border without 'tearing' kids from parents omits somber DHS report on missing migrants,1,17,109
