headline_length_words,headline_length_chars,avg_word_length,num_uppercase_words,num_digits,num_exclamation_marks,num_question_marks,num_commas,num_colons,num_semicolons,contains_quote,contains_colon,contains_question,contains_number,starts_with_how,starts_with_why,starts_with_what,label,source,headline_clean
10,68,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,These expert recommend beard trimmers are versatile and long lasting
15,86,4.8,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,FoxNews,"Delphi murders: Man charged with killing 2 girls is 'his own worst enemy,' expert says"
14,86,5.214285714285714,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,Bill Maher roasts woke 'presentism': 'A magic moral time machine' where you always win
13,73,4.6923076923076925,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NBC,North Korea's Kim Jong Un wants to speed up becoming a nuclear superpower
13,80,5.230769230769231,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NBC,India or Bharat? Invites fuel speculation that the country could change its name
16,88,4.5625,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,FoxNews,"Florida woman has traveled to 55 countries, says cruise ship vacations are the way to go"
19,103,4.473684210526316,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,NBC,"CEOs of TikTok, Meta, Snap and X to testify at Senate online child safety hearing. Here's what to know."
11,64,4.909090909090909,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,FoxNews,Travel the NFL: Best and worst tailgating cities for your wallet
8,55,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NBC,Obama tells men Trump doesn't represent 'real strength'
11,76,6.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NBC,"Armed man arrested on suspicion of threatening FEMA workers, authorities say"
15,75,4.066666666666666,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,NBC,"Guy Reffitt, first Jan. 6 rioter to go to trial, found guilty on all counts"
18,101,4.666666666666667,1,2,0,0,0,1,0,0,1,0,1,0,0,0,1,FoxNews,Trends are good in the swing county GOP chair calls ‘Little Pennsylvania’: It’ll ‘be a repeat of ‘16’
10,62,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Halloween costume contact lenses may be scarier than you think
12,79,5.666666666666667,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,NBC,"92 people still missing in North Carolina after Hurricane Helene, governor says"
12,78,5.583333333333333,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,FoxNews,Moms for Liberty takes center stage again in 2024 Republican presidential race
13,90,6.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,Biden admin takes aim at hunters in latest regulation: 'Preventing Americans from hunting'
9,58,5.555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Putin concludes China trip by emphasizing ties with Russia
17,101,5.0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,FoxNews,"Rachel Morin murder: Illegal immigrant from El Salvador charged in rape, killing of Maryland mom of 5"
18,112,5.277777777777778,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NBC,Clarence Thomas signaled how he might rule on a challenge to Trump special counsel. Would other justices follow?
17,94,4.588235294117647,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,NBC,Republicans host 'pep rally' with Trump in his first visit to Capitol Hill since Jan. 6 attack
12,76,5.416666666666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Kamala Harris asserts her presidency 'will not be a continuation' of Biden's
20,110,4.55,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,Maher rips rapper's profanity laced tirade against USA: ‘Sure it was a big hit with the Queers for Gaza crowd'
18,90,4.055555555555555,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,FoxNews,"Tim Walz said he went to China 'dozens' of times, now his campaign says its 'closer to 15'"
11,81,6.454545454545454,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,'The View' returns with glowing endorsement of Kamala Harris' 'flawless' campaign
11,76,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FoxNews,"Rumer Willis is pregnant, expecting baby with boyfriend Derek Richard Thomas"
8,57,6.25,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,FoxNews,Hamas billionaires: Lifestyles of the rich and terrorists
12,89,6.5,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,DNC attendees reject popular GOP accusation of convention hypocrisy: 'Apples and oranges'
11,61,4.636363636363637,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,NBC,Phoenix ends record 31 day streak of above 110 degree weather
13,83,5.461538461538462,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NBC,"Puerto Ricans displaced by earthquakes wait for a safe home amid roadblocks, delays"
11,70,5.454545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Biden speaks with Netanyahu as White House prepares for Herzog meeting
17,98,4.823529411764706,0,6,0,0,3,0,0,0,0,0,1,0,0,0,1,FoxNews,"On this day in history, September 18, 1870, Old Faithful geyser in Wyoming is documented and named"
16,107,5.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,FoxNews,Key Pennsylvania region sees ‘waitlist’ for Trump signs; lawmaker says voters ready to reverse Dem policies
13,80,5.230769230769231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,New York anti Israel rally at UN features sign supporting terror group Hezbollah
17,99,4.882352941176471,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FoxNews,"Anti Israel agitators shut down traffic, disrupt cities all across US in demand for Gaza cease fire"
14,100,6.214285714285714,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,Four Texas residents forever connected by two kidney donations in different cities: 'Superbly timed'
17,109,5.470588235294118,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Obama speech to secure border without 'tearing' kids from parents omits somber DHS report on missing migrants
12,64,4.416666666666667,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,FoxNews,Ask a doctor: 'Can warming my feet really help me sleep better?'
15,83,4.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Defiant Brittany Mahomes doesn't 'give a f about what people have to say' about her
11,67,5.181818181818182,0,2,0,0,1,1,0,0,1,0,1,0,0,0,1,FoxNews,"Poll: Trump leads Biden in Georgia, receiving just over 50% support"
13,71,4.538461538461538,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NBC,"As the world sizzles, U.S. and China try to restart vital climate talks"
10,60,5.1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,NBC,Sen. Bernie Sanders opposes giving Israel $10 billion in aid
12,75,5.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Georgia election board votes to require ballots be hand counted in November
11,73,5.7272727272727275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Sydney Sweeney tackles Glen Powell affair rumors on 'Saturday Night Live'
15,85,4.733333333333333,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,NBC,"From a 'wake' to 'Mardi Gras': With Harris, the Democratic convention is a hot ticket"
8,79,9.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,FoxNews,Baltimore bridge collapse: Congressional leaders considering federal assistance
14,99,6.142857142857143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NBC,"Holding photos of their deceased children, parents lobby Congress to pass online safety legislation"
13,104,7.076923076923077,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NBC,Israel's Knesset votes overwhelmingly against Palestinian statehood as Netanyahu prepares for U.S. visit
14,79,4.714285714285714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NBC,'Psych' star Dulé Hill on Hollywood diversity and the legacy of 'The West Wing'
10,71,6.2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,NBC,"Want smoother, glowier skin? Dermatologists swear by these AHA products"
10,68,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Biden signs TikTok ban for government devices amid security concerns
12,89,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Apalachee High School shooting victims identified as details emerge about student suspect
14,109,6.857142857142857,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,Northwestern University president 'grew a spine' after hit with House committee investigation: watchdog group
12,92,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,A historically Black community grapples with lasting impacts after Baltimore bridge collapse
16,98,5.1875,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,FoxNews,"Dems with data are 'extremely bullish' on Trump winning, Harris may lose six swing states: analyst"
9,47,4.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,The Midea U is my first air conditioner splurge
12,91,6.666666666666667,1,4,0,0,0,1,1,0,1,0,1,0,0,0,0,NBC,DNC 2024 live updates: Democratic convention kicks off; Hillary Clinton addresses delegates
15,97,5.533333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Taylor Swift announces new music after being scared by seemingly possessed piano during Eras Tour
16,97,5.125,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,FoxNews,"Kamala Harris claims she's got a gun, but Second Amendment supporters say good luck getting yours"
8,60,6.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Muslims navigate restrictions in the second pandemic Ramadan
13,72,4.615384615384615,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,FoxNews,Greek yogurt vs. regular yogurt: Is one 'better' for you than the other?
11,65,5.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,FoxNews,Spicy grilled shrimp and olive skewers for dinner: Try the recipe
13,83,5.461538461538462,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,NBC,TikTok says it disrupted 15 influence operations this year including one from China
12,71,5.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,FoxNews,"On Gold Star Spouses Day, a time to remember, support military families"
9,61,5.888888888888889,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NBC,Pelosi appoints Republican Rep. Kinzinger to Jan. 6 committee
17,109,5.470588235294118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Judge blocks NY AG Letitia James from trying to silence pregnancy centers that promote abortion pill reversal
14,101,6.285714285714286,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,FoxNews,"Haitian refugees ‘don’t understand the laws,’ former lawmaker says amid fatal wreck, cultural clashes"
19,106,4.631578947368421,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,FoxNews,Bob Woodson: The Civil Rights Movement I was a part of has been betrayed by a twisted progressive ideology
14,85,5.142857142857143,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,FoxNews,What Scott Peterson's recent court win could mean for his yearslong quest for freedom
10,69,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,X melts down after Trump Musk's interview 'Space' immediately crashes
14,87,5.285714285714286,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,FoxNews,Moms for Liberty co founder torches SPLC's 'extremist' label: 'We're not going to stop'
16,106,5.6875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,'High School Musical' star Joshua Bassett says he is 'sick' over 'absolutely false' sex assault accusation
10,57,4.8,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,NBC,Trump signals support for a national 15 week abortion ban
10,49,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Every day is Memorial Day at Dover Air Force Base
11,87,7.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,FoxNews,"'The Jefferson Bible' spotlights complex faith, remarkable intellect of Founding Father"
13,80,5.230769230769231,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,FoxNews,Gwyneth Paltrow reflects on Chris Martin split: ‘I never wanted to get divorced’
13,83,5.461538461538462,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NBC,How to incorporate retinol into your skin care routine without irritating your skin
11,62,4.7272727272727275,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NBC,"China wants to avoid escalation with U.S., U.S. spy chief says"
15,101,5.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,FoxNews,Idaho prosecutors reject student murders suspect's longshot bid to have death penalty taken off table
15,92,5.2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NBC,"Months after Ahmaud Arbery's death, Georgia governor plans to sign hate crimes bill into law"
11,79,6.2727272727272725,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,FoxNews,"Meet the American who invented Buffalo wings, disrupted entire chicken industry"
11,72,5.636363636363637,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,NBC,What is consciousness? ChatGPT and advanced AI might redefine our answer
16,101,5.375,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,FoxNews,"Taylor Swift, Travis Kelce turn heads with Blake Lively, Ryan Reynolds at romantic double date dinner"
12,70,4.916666666666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NBC,"Israel sets new war goal, adding to signs of escalation with Hezbollah"
6,34,4.833333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Israel and Gaza conflict in photos
11,61,4.636363636363637,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,NBC,Harris undergoes a '60 Minutes' grilling as Trump sits it out
10,69,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Iranian President Ebrahim Raisi is confirmed dead in helicopter crash
10,59,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Lady Liberty stands tall amid lightning strike in NY Harbor
20,108,4.45,0,6,0,0,0,1,0,1,1,0,1,0,0,0,1,FoxNews,Jack Carr's take on the 1983 Beirut Marine barracks terror attack 40 years ago: 'Opening salvo in a new war'
13,80,5.230769230769231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NBC,"Trump mixes somber remembrance with heated rhetoric in his return to Butler, Pa."
12,64,4.416666666666667,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,NBC,We tried dozens of sleep products to pick our 2023 award winners
16,99,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Elon Musk called Gov. Josh Shapiro during the Steelers game to talk about investing in Pennsylvania
14,106,6.642857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Retired commander who oversaw Afghanistan withdrawal says he alone bears responsibility for airport attack
15,87,4.866666666666666,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NBC,"Biden's case for re election is improving, but his polling against Trump is still shaky"
7,49,6.142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Iran fires multiple missile strikes across Israel
16,109,5.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Biden administration hits Russia with sanctions over efforts to manipulate U.S. opinion ahead of the election
16,95,5.0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,FoxNews,Texas Gov. Abbott reveals which 3 issues Trump should focus on during debate: 'Let Harris talk'
13,70,4.461538461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Putin to visit North Korea starting Tuesday for talks with Kim Jong Un
9,60,5.777777777777778,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,NBC,Pence: Idea of overturning election results is ‘un American’
14,98,6.071428571428571,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,NBC,"Despite last minute cleanup efforts, Helene's debris piles remain a threat during Hurricane Milton"
12,79,5.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FoxNews,Meghan McCain blames hostile ‘View’ colleagues for her exit in emotional memoir
11,63,4.818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NBC,Kenya led police force arrives in Haiti to tackle gang violence
